,img,label,pred
25,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\004_loc16_FaceScan.png,0.0,0.0
26,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\004_loc16_FaceScan.png,0.0,2.0
27,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\004_loc16_FaceScan.png,0.0,2.0
28,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\004_loc16_FaceScan.png,0.0,0.0
29,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\004_loc16_FaceScan.png,0.0,0.0
30,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\004_loc16_FaceScan.png,0.0,0.0
31,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\004_loc16_FaceScan.png,0.0,0.0
32,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,3.0
33,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,3.0
34,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,3.0
35,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
36,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
37,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
38,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
39,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
40,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,2.0
41,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
42,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
43,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
44,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
45,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,0.0
46,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,3.0
47,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc11_FaceScan.png,0.0,3.0
48,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,0.0
49,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
50,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
51,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,0.0
52,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
53,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,0.0
54,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
55,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
56,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
57,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,0.0
58,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
59,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
60,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,0.0
61,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,3.0
62,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,0.0
63,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\005_loc15_FaceScan.png,0.0,0.0
64,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
65,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
66,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
67,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
68,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
69,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
70,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
71,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
72,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
73,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
74,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
75,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
76,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,3.0
77,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
78,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,2.0
79,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\006_loc20_FaceScan.png,0.0,0.0
80,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
81,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,2.0
82,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
83,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
84,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,2.0
85,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
86,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,3.0
87,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,2.0
88,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
89,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
90,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
91,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
92,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
93,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
94,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,0.0
95,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc05_FaceScan.png,0.0,3.0
96,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
97,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
98,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,3.0
99,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,3.0
100,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
101,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
102,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
103,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
104,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
105,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,3.0
106,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,2.0
107,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
108,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
109,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,3.0
110,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
111,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc10_FaceScan.png,0.0,0.0
112,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
113,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,3.0
114,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
115,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
116,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
117,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
118,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
119,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
120,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
121,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
122,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
123,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
124,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
125,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
126,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
127,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\007_loc19_FaceScan.png,0.0,0.0
128,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
129,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
130,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
131,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
132,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
133,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
134,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
135,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
136,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
137,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
138,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
139,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
140,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
141,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
142,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
143,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\008_loc03_FaceScan.png,0.0,0.0
144,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
145,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
146,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,2.0
147,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
148,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,3.0
149,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
150,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
151,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
152,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
153,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
154,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
155,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
156,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,3.0
157,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
158,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,0.0
159,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\027_loc05_FaceScan.png,0.0,2.0
160,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
161,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
162,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
163,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
164,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
165,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
166,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
167,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
168,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
169,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
170,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
171,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
172,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
173,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
174,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
175,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc08_FaceScan.png,0.0,0.0
176,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc13_FaceScan.png,0.0,3.0
177,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc13_FaceScan.png,0.0,3.0
178,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc13_FaceScan.png,0.0,0.0
179,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc13_FaceScan.png,0.0,0.0
180,C:/Users/bimrose2/UIUC/UIUC_Connector_Data/Data/efficiency/printer_22_efficiency_100\val\00\028_loc13_FaceScan.png,0.0,0.0
